date,artist,song_name,video,group_type,release,link,like_count,view_count
2014-05-21,Berry Good,Love Letter,Youtube,Girl,Major,https://www.youtube.com/watch?v=2cgmVZgqpfI,0,0
2014-05-20,Infinite,Last Romeo,Youtube,Boy,Major,https://www.youtube.com/watch?v=L7kaScuQ0KM,248775,19854809
2014-05-20,Beast,Adrenaline,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=TvTf30PZ1tE,55589,5004556
2014-05-20,Fly To The Sky,You You You,Youtube,Boy,Major,https://www.youtube.com/watch?v=b_5AkvUN6EI,17868,2502470
2014-05-20,2NE1,Gotta Be You,Youtube,Girl,Major,https://www.youtube.com/watch?v=zdKTgwffmdo,610483,58657322
2014-05-19,Urban Zakapa,Like A Bird,Youtube,Co-ed,Major,https://www.youtube.com/watch?v=MgrQXgARh7M,3290,505478
2014-05-19,Flashe,Hey You,Youtube,Girl,Major,https://www.youtube.com/watch?v=7rccaa7Wg50,0,0
2014-05-19,Orange Caramel,Abing Abing,Youtube,Girl,Major,https://www.youtube.com/watch?v=0ySmSvKH8bw,16986,1446595
2014-05-16,IU,My Old Story,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=npttud7NkL0,296763,27599887
2014-05-15,Mr.Mr,Big Man,Youtube,Boy,Major,https://www.youtube.com/watch?v=skYHtXxer6k,9138,396253
2014-05-14,BTL,Too-G,Youtube,Boy,Major,https://www.youtube.com/watch?v=bpY7Ps6SOgo,41679,1848373
2014-05-12,4Men,Erase,Youtube,Boy,Major,https://www.youtube.com/watch?v=0G2kUg0R8O4,7880,867670
2014-05-12,4Men,Ok,Youtube,Boy,Major,https://www.youtube.com/watch?v=8l_zi7GtmxE,4541,336366
2014-05-12,T-ara,Lucky Wannabeee!,Youtube,Girl,Japanese,https://www.youtube.com/watch?v=0QhbS6vCSnA,2851,159282
2014-05-11,Jun Hyoseong,Good-night Kiss,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=HbNqVJdHlr8,52063,6465380
2014-05-08,FTISLAND,Be Free,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=EG5fV-rEkNU,24407,1696741
2014-05-06,EXO,Overdose,Youtube,Boy,Major,https://www.youtube.com/watch?v=TI0DGvqKZTI,2741097,246402836
2014-05-06,Mr.Mr,It's You,Youtube,Boy,Major,https://www.youtube.com/watch?v=gASwmzxglLk,3380,140787
2014-05-01,AKMU,Give Love,Youtube,Co-ed,Major,https://www.youtube.com/watch?v=x2XX3cNW4K0,1378515,92681507
2014-04-27,1,Phone,Youtube,Boy,Minor,https://www.youtube.com/watch?v=wD9X9AzLrvM,5597,164908
2014-04-15,CNBLUE,Still,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=rNnDRNvm62c,32658,3124542
2014-04-14,AKMU,Melted,Youtube,Co-ed,Major,https://www.youtube.com/watch?v=sUCIzn0mRHc,218142,12536048
2014-04-14,Nell,The great escape,Youtube,Boy,Minor,https://www.youtube.com/watch?v=t4q65LaMnKw,8172,418119
2014-04-14,Block B,Jackpot,Youtube,Boy,Major,https://www.youtube.com/watch?v=83Yscg5vtVQ,255773,21741894
2014-04-11,2000won,I Hate Seoul,Youtube,Boy,Major,https://www.youtube.com/watch?v=qkcgi3bnHVY,5878,332578
2014-04-07,AKMU,2,Youtube,Co-ed,Major,https://www.youtube.com/watch?v=0Oi8jDMvd_w,636859,64051744
2014-04-07,"High4, IU","Not Spring, Love, or Cherry Blossoms",Youtube,Boy,Major,https://www.youtube.com/watch?v=ouR4nn1G9r4,829188,128233145
2014-04-06,Toheart,Tell Me Why,Youtube,Boy,Major,https://www.youtube.com/watch?v=ErKT_F8KRX8,40306,1493131
2014-04-06,BTS,Just One Day,Youtube,Boy,Major,https://www.youtube.com/watch?v=DTcKkcyS410,3466185,199304281
2014-04-04,CNBLUE,Truth,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=_e42r1pgFOY,26891,2473930
2014-04-04,AliceWhite,Baby Like That,Youtube,Girl,Major,https://www.youtube.com/watch?v=uwLWzLvSCzI,0,0
2014-04-02,Speed,Look At Me Now,Youtube,Boy,Major,https://www.youtube.com/watch?v=GCCwVE8dOtQ,40603,1746098
2014-04-01,Billionaire,That Night,Youtube,Boy,Major,https://www.youtube.com/watch?v=ZLFKMgYNqZw,4031,160344
2014-03-31,Crayon Pop,Uh-ee,Youtube,Girl,Major,https://www.youtube.com/watch?v=yyDG3BQRdDY,126314,17429841
2014-03-30,Apink,Mr. Chu,Youtube,Girl,Major,https://www.youtube.com/watch?v=K5H-GvnNz2Y,529222,86421990
2014-03-30,M.I.B,Chisa'Bounce,Youtube,Boy,Major,https://www.youtube.com/watch?v=AlRgNmhS8sM,49893,2950002
2014-03-30,Super Junior-M,Swing,Youtube,Boy,Major,https://www.youtube.com/watch?v=B5m3l65Lp0I,339784,30399271
2014-03-27,A-PRINCE,Kiss Scene,Youtube,Boy,Major,https://www.youtube.com/watch?v=kpeEnN5DreU,1809,74480
2014-03-27,Tint,Wolf Is Stupid,Youtube,Girl,Major,https://www.youtube.com/watch?v=7xfCvFIo68w,10691,868640
2014-03-25,Gavy NJ,How Are You?,Youtube,Girl,Major,https://www.youtube.com/watch?v=5KEiMBz2P-0,3279,415342
2014-03-24,Baechigi,Dduraeyo,Youtube,Boy,Major,https://www.youtube.com/watch?v=J0g0zsj6p7A,0,0
2014-03-24,Boyfriend,My Avatar,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=1Juz4M7pNbw,25211,1503055
2014-03-23,JJCC,At First,Youtube,Boy,Major,https://www.youtube.com/watch?v=Jc9OCvnJ93A,53676,2237126
2014-03-23,MBLAQ,Be A Man,Youtube,Boy,Major,https://www.youtube.com/watch?v=6jcsjuK6j-k,82480,4425809
2014-03-17,Speed,Zombie Party,Youtube,Boy,Major,https://www.youtube.com/watch?v=v9EyUuco218,19374,672595
2014-03-16,1,Beat,Youtube,Boy,Major,https://www.youtube.com/watch?v=QYMpINYh4pk,42411,2011927
2014-03-16,FTISLAND,Uncharted Future,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=u7_3xn3E-is,18540,1388206
2014-03-16,4Minute,Whatcha Doin' Today?,Youtube,Girl,Major,https://www.youtube.com/watch?v=4xLFxfXWDUk,202802,25772104
2014-03-11,Wings,Hair Short,Youtube,Girl,Major,https://www.youtube.com/watch?v=X0_1odmqmCM,25428,1213325
2014-03-11,Orange Caramel,Catallena,Youtube,Girl,Major,https://www.youtube.com/watch?v=Med2XipHJJM,448321,34286854
2014-03-10,Toheart,Delicious,Youtube,Boy,Major,https://www.youtube.com/watch?v=mdrz_e2mbtE,143307,5083046
2014-03-02,1PS,Because I'm your girl,Youtube,Girl,Major,https://www.youtube.com/watch?v=83k2wFGBcns,7112,475507
2014-03-02,2NE1,Happy,Youtube,Girl,Major,https://www.youtube.com/watch?v=didptMJxjpE,297236,24737517
2014-03-02,2NE1,Come Back Home,Youtube,Girl,Major,https://www.youtube.com/watch?v=vLbfv-AAyvQ,1243674,106317540
2014-02-27,BESTie,Thank U Very Much,Youtube,Girl,Major,https://www.youtube.com/watch?v=BS3BYJYhEk4,44494,5334517
2014-02-27,Nell,Four times around the sun,Youtube,Boy,Major,https://www.youtube.com/watch?v=g5cVE-i5wHI,21458,2224226
2014-02-26,TVXQ!,Spellbound,Youtube,Boy,Major,https://www.youtube.com/watch?v=2rU_RZy2XhI,124938,9052079
2014-02-26,K-Girls,Not Bad,Youtube,Girl,Major,https://www.youtube.com/watch?v=_BWVyxyowRg,1101,75470
2014-02-25,Girls' Generation,Mr.Mr,Youtube,Girl,Major,https://www.youtube.com/watch?v=Z8j_XEn9b_8,902132,97639386
2014-02-24,AlphaBAT,Tantara,Youtube,Boy,Major,https://www.youtube.com/watch?v=I-HVUq9JvWQ,43617,1615090
2014-02-24,MelodyDay,Another Parting,Youtube,Girl,Major,https://www.youtube.com/watch?v=39-sn576n74,5549,397379
2014-02-23,CNBLUE,Can't Stop,Youtube,Boy,Major,https://www.youtube.com/watch?v=75KBwVtd_W0,254056,21997646
2014-02-20,Yery Band,Romeo Mannequin,Youtube,Co-ed,Major,https://www.youtube.com/watch?v=gkBIM31dBic,1626,67075
2014-02-19,AlphaBAT,Always,Youtube,Boy,Minor,https://www.youtube.com/watch?v=w1d-ueF6ac8,2101,47836
2014-02-19,Boys Republic,Video Game,Youtube,Boy,Major,https://www.youtube.com/watch?v=8z8mt8pCFBE,33561,1505033
2014-02-17,Speed,Why I'm Not?,Youtube,Boy,Major,https://www.youtube.com/watch?v=cR-lV1vGgXk,25514,1247187
2014-02-17,Speed,Don't Tease Me!,Youtube,Boy,Major,https://www.youtube.com/watch?v=kLAipKdZmP8,19231,706479
2014-02-16,Sunmi,Full Moon,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=8BBF3vRY85M,358053,29983267
2014-02-16,BtoB,Beep Beep,Youtube,Boy,Major,https://www.youtube.com/watch?v=qgtaSJ3PSMM,193327,14340955
2014-02-14,Brown Eyed Soul,Pass Me By,Youtube,Boy,Major,https://www.youtube.com/watch?v=JGVAiXQxvSk,5000,1351956
2014-02-12,Topp Dogg,Arario,Youtube,Boy,Major,https://www.youtube.com/watch?v=ascOzpuacLY,118369,4965676
2014-02-12,Ladies' Code,So Wonderful,Youtube,Girl,Major,https://www.youtube.com/watch?v=v8Ai957yEJg,16294,1589629
2014-02-12,Vetty L,X Boy,Youtube,Girl,Major,https://www.youtube.com/watch?v=OmItFFxhsOI,269,19989
2014-02-12,C-Clown,Justice,Youtube,Boy,Major,https://www.youtube.com/watch?v=6tlHetw1nBA,25712,1246424
2014-02-11,BTS,Boy In Luv,Youtube,Boy,Major,https://www.youtube.com/watch?v=m8MfJg68oCs,6124122,420990718
2014-02-11,Stellar,Marionette,Youtube,Girl,Major,https://www.youtube.com/watch?v=NCQpzHPYRUc,0,0
2014-02-10,"Mamamoo, K.will",Peppermint Chocolate (feat. Wheesung),Youtube,Girl,Minor,https://www.youtube.com/watch?v=R0W-voiYpQk,44229,3975020
2014-02-07,Rain,I Love You,Youtube,Boy Solo,Minor,https://www.youtube.com/watch?v=wz295cTdT8w,11472,887615
2014-02-06,GP Basic,Pika-Burnjuck,Youtube,Girl,Major,https://www.youtube.com/watch?v=qoEea7x-cm0,14248,921113
2014-02-05,Touch,Kimi Ni ～Maybe I Fall In Love～,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=pytMSObf5R0,8274,392936
2014-02-03,Lip Service,Yum Yum Yum,Youtube,Girl,Major,https://www.youtube.com/watch?v=mnCAj6ssJj8,34323,1863200
2014-02-02,B.A.P,1004(Angel),Youtube,Boy,Major,https://www.youtube.com/watch?v=sGolQ9LzbkY,259143,17615780
2014-01-30,U-KISS,Break Up,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=WlnfLa257X8,14278,920707
2014-01-26,Spica,You Don't Love Me,Youtube,Girl,Major,https://www.youtube.com/watch?v=hc1RwpRfbT0,79520,6144393
2014-01-25,A-PRINCE,Love Snow,Youtube,Boy,Minor,https://www.youtube.com/watch?v=zhc9w3vJBSg,983,37605
2014-01-23,Sunny Hill,Don't say anything,Youtube,Co-ed,Major,https://www.youtube.com/watch?v=E-p46SkT9V0,7563,724384
2014-01-23,Year 7 Class 1,Oppa Virus,Youtube,Girl,Major,https://www.youtube.com/watch?v=BSIogAdk_is,3651,428306
2014-01-22,Koyote,1999,Youtube,Co-ed,Major,https://www.youtube.com/watch?v=JEvdpcwfh5U,1711,178645
2014-01-20,The SeeYa,Tell Me,Youtube,Girl,Major,https://www.youtube.com/watch?v=gAZLtJ85l34,3814,308887
2014-01-19,Rainbow Blaxx,Cha Cha,Youtube,Girl,Major,https://www.youtube.com/watch?v=fKAi5cWHYDY,51780,12810587
2014-01-19,Myname,F.F.Y.,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=6Q5eoc9XH_I,9635,712523
2014-01-15,Topp Dogg,Open The Door,Youtube,Boy,Major,https://www.youtube.com/watch?v=wjRpn51N1u8,35207,1753975
2014-01-15,AOA,Miniskirt,Youtube,Girl,Major,https://www.youtube.com/watch?v=q6f-LLM1H6U,485718,94052634
2014-01-15,FTISLAND,Beautiful,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=FS51Fk2HxCc,15787,1564870
2014-01-15,AshGray,The Little Prince,Youtube,Boy,Major,https://www.youtube.com/watch?v=JI-7Mjl5WeU,33,671
2014-01-14,A-PRINCE,Yes or No,Youtube,Boy,Minor,https://www.youtube.com/watch?v=GhZ8vcj0sVs,3067,144877
2014-01-14,GOT7,Girls Girls Girls,Youtube,Boy,Major,https://www.youtube.com/watch?v=2sAoKmg7qPI,1385182,101527273
2014-01-14,Flashe,"Oh, Ye, Yo",Youtube,Girl,Major,https://www.youtube.com/watch?v=2DiE6Zn8PaQ,0,0
2014-01-12,Apink,Goodmorning Baby,Youtube,Girl,Major,https://www.youtube.com/watch?v=SshpsY8GILg,43893,5627339
2014-01-12,B1A4,Lonely,Youtube,Boy,Major,https://www.youtube.com/watch?v=CoObTyYr814,157071,11631375
2014-01-08,"Mamamoo, Bumkey",Don't Be Happy,Youtube,Girl,Minor,https://www.youtube.com/watch?v=mMYDxR26970,61677,3739782
2014-01-07,Dal Shabet,B.B.B,Youtube,Girl,Major,https://www.youtube.com/watch?v=vGKeA3xUzxU,81385,14306544
2014-01-06,K-Much,Good To Go,Youtube,Boy,Major,https://www.youtube.com/watch?v=TrxDI3o-ba0,11826,588667
2014-01-05,BEATWIN,She's My Girl,Youtube,Boy,Major,https://www.youtube.com/watch?v=SKWDHA3iToQ,13633,607172
2014-01-03,Brown Eyed Soul,You Are So Beautiful,Youtube,Boy,Minor,https://www.youtube.com/watch?v=2btXnIPRkFc,3677,702843
2014-01-02,Girl's Day,Something,Youtube,Girl,Major,https://www.youtube.com/watch?v=akPDKYwIoVk,239524,31732240
2014-01-02,Wassup,Jingle Bell,Youtube,Girl,Major,https://www.youtube.com/watch?v=X02Xc2iMjxE,2094,109090
2014-01-02,M.C The Max,Wind that blows,Youtube,Boy,Minor,https://www.youtube.com/watch?v=JQ6wTmaEyL4,10200,3933765
2014-01-02,VIXX,Thank you for my love,Youtube,Boy,Minor,https://www.youtube.com/watch?v=Dl4xM2RKJdw,23192,716895
2014-01-02,Rain,30 Sexy,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=DIDYpFGDBDI,132987,14057203
2014-01-02,Rain,La Song,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=ki00FJhmP9s,200178,20911442
2014-01-02,The SeeYa,More & More,Youtube,Girl,Major,https://www.youtube.com/watch?v=Obxyc4qd4u8,7095,338148
2014-01-01,TVXQ!,Something,Youtube,Boy,Major,https://www.youtube.com/watch?v=U9HBT6sRSZ8,240776,18046448
2013-12-27,Nemesis,Go Away,Youtube,Boy,Major,https://www.youtube.com/watch?v=la5aLe_Q8B0,538,46363
2013-12-20,SHINee,Colorful,Youtube,Boy,Minor,https://www.youtube.com/watch?v=a3bgxXKimGA,166544,9629607
2013-12-20,IU,Friday feat. Jang Yi-jeong,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=EiVmQZwJhsA,285582,48978332
2013-12-19,After School,Shh,Youtube,Girl,Japanese,https://www.youtube.com/watch?v=jzT-QIlhqY0,10435,806980
2013-12-19,Brown Eyed Soul,You,Youtube,Boy,Major,https://www.youtube.com/watch?v=rGGPG0Hbh8w,77812,18262293
2013-12-18,Wassup,La Pam Pam Pa,Youtube,Girl,Major,https://www.youtube.com/watch?v=qmeT04fBmhw,3703,215478
2013-12-17,AlphaBAT,Surprise Party,Youtube,Boy,Minor,https://www.youtube.com/watch?v=Ky6c0EPi0ig,9663,385641
2013-12-17,Miss S,Just Let Me Live,Youtube,Girl,Major,https://www.youtube.com/watch?v=GlWFNsga1Ng,2700,284167
2013-12-16,Super Junior-D&E,Still You,Youtube,Boy,,https://www.youtube.com/watch?v=IQAu_QX6hVE,184176,10014840
2013-12-16,BESTie,Zzang Christmas,Youtube,Girl,Minor,https://www.youtube.com/watch?v=S40k0Bx5puE,4968,444409
2013-12-14,T-ara,Hide & Seek,Youtube,Girl,Minor,https://www.youtube.com/watch?v=nyGV8RLey-8,66952,8639884
2013-12-12,K-Girls,Fly High,Youtube,Girl,Major,https://www.youtube.com/watch?v=ya0akN2u5YQ,759,90925
2013-12-12,J-Walk,Effort,Youtube,Boy,Major,https://www.youtube.com/watch?v=K2kmKlLzHV0,139,13207
2013-12-12,LPG,Filial Daughters Generation,Youtube,Girl,Major,https://www.youtube.com/watch?v=nnYJS5sUPmY,54,1935
2013-12-11,Topp Dogg,Cigarette,Youtube,Boy,Major,https://www.youtube.com/watch?v=QozQ0MJW5rM,14815,497792
2013-12-11,Super Junior,Blue World,Youtube,Boy,Major,https://www.youtube.com/watch?v=GYdQYOGdizQ,48491,3598098
2013-12-11,BIGSTAR,Standing Alone,Youtube,Boy,Major,https://www.youtube.com/watch?v=VxHIKHuDxHM,8902,317690
2013-12-10,5tion,Love Love Love,Youtube,Boy,Major,https://www.youtube.com/watch?v=P5oS8UCT0ss,265,50033
2013-12-09,Urban Zakapa,Blind,Youtube,Co-ed,Major,https://www.youtube.com/watch?v=xW_n8NnreZo,2302,297235
2013-12-08,SECRET,I Do I Do,Youtube,Girl,Major,https://www.youtube.com/watch?v=q_AVXBDDHxM,43491,5315655
2013-12-06,Untouchable,Trip,Youtube,Boy,Minor,https://www.youtube.com/watch?v=ya3gHlppjyg,2889,72677
2013-12-06,Koyote,After Winter,Youtube,Co-ed,Major,https://www.youtube.com/watch?v=vQlNEEOXqfg,2792,246813
2013-12-04,T-ara,Do You Know Me?,Youtube,Girl,Major,https://www.youtube.com/watch?v=u6oprfVLxAQ,63438,7891387
2013-12-04,EXO,Miracles In December,Youtube,Boy,Minor,https://www.youtube.com/watch?v=yVLxRXoLaas,939276,59295073
2013-12-03,9MUSES,Glue,Youtube,Girl,Major,https://www.youtube.com/watch?v=I191r0eLdc4,55619,8704505
2013-12-02,LPG,Ppang Ya Ppang Ya,Youtube,Girl,Minor,https://www.youtube.com/watch?v=w0n3-GRmZP0,62,1371
2013-12-01,Crayon Pop,Lonely Christmas,Youtube,Girl,Major,https://www.youtube.com/watch?v=qCPFK61Yu3M,70210,14233605
2013-12-01,M.I.B,Let's Talk About You,Youtube,Boy,Major,https://www.youtube.com/watch?v=_uEE99UmpKQ,14412,1057170
2013-11-27,Noel,Being Forgotten,Youtube,Boy,Major,https://www.youtube.com/watch?v=dxqJ-MGOKhQ,10031,2406119
2013-11-27,Tasty,Day n Night,Youtube,Boy,Major,https://www.youtube.com/watch?v=plCqaQ4S9vA,32435,1294343
2013-11-26,Urban Zakapa,When Winter Comes,Youtube,Co-ed,Major,https://www.youtube.com/watch?v=Q0_ehd_17fk,8651,2295687
2013-11-26,Dickpunks,Hello Girlfriend,Youtube,Boy,Major,https://www.youtube.com/watch?v=T_a22DRqA7w,4532,564206
2013-11-26,2AM,Regret,Youtube,Boy,Major,https://www.youtube.com/watch?v=VKSeah_vuNI,49062,1688523
2013-11-25,HISTORY,What Am I To You?,Youtube,Boy,Major,https://www.youtube.com/watch?v=sYY_rV78pLk,34514,3543648
2013-11-22,Dynamic Duo,Three Dopeboyz,Youtube,Boy,Minor,https://www.youtube.com/watch?v=NyFLdUpgN5E,14127,840919
2013-11-22,Dynamic Duo,Hot Wings,Youtube,Boy,Minor,https://www.youtube.com/watch?v=2lwNO6YTADA,22097,4282850
2013-11-20,SHINee,321,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=9E5wbJ8ml3w,63434,4319104
2013-11-20,2NE1,Missing You,Youtube,Girl,Major,https://www.youtube.com/watch?v=AG0jlKdB1s0,476526,45609380
2013-11-19,100% V,Missing You,Youtube,Boy,Major,https://www.youtube.com/watch?v=dLqQtJQQlhI,7941,369931
2013-11-19,Wassup,Nom Nom Nom,Youtube,Girl,Major,https://www.youtube.com/watch?v=0AvpdSyZcAo,28034,1937013
2013-11-19,VIXX,VOODOO DOLL,Youtube,Boy,Major,https://www.youtube.com/watch?v=MOG7BexjPjM,251753,12881026
2013-11-18,Blady,Blood Type B Girl,Youtube,Girl,Major,https://www.youtube.com/watch?v=G3plEUNWIew,3840,138560
2013-11-17,A-JAX,Stay with me,Youtube,Boy,Minor,https://www.youtube.com/watch?v=96cVd8GkZ2U,5313,289694
2013-11-17,FTISLAND,Madly,Youtube,Boy,Major,https://www.youtube.com/watch?v=IkVjIkWHqLI,82780,6235313
2013-11-14,AlphaBAT,AB CITY,Youtube,Boy,Major,https://www.youtube.com/watch?v=RO3gf--ipCc,56230,2656040
2013-11-12,Davichi,The Letter,Youtube,Girl,Major,https://www.youtube.com/watch?v=jZIetWLznSQ,1707,69657
2013-11-11,Untouchable,Vain,Youtube,Boy,Major,https://www.youtube.com/watch?v=Y9Zsrp5Tofo,7638,383367
2013-11-11,T-ara,Kioku: Kimi ga Kureta Michishirube,Youtube,Girl,Japanese,https://www.youtube.com/watch?v=IAgpWiOLZ0I,1028,106202
2013-11-07,B1A4,With You,Youtube,Boy,OST,https://www.youtube.com/watch?v=k0ExczOeDWM,18144,3625087
2013-11-07,VIXX,Only U,Youtube,Boy,Minor,https://www.youtube.com/watch?v=m8LCqaYKluQ,0,0
2013-11-07,Mr.Mr,Do you feel me,Youtube,Boy,Major,https://www.youtube.com/watch?v=37h3E5SuDbY,30983,1587482
2013-11-05,miss A,Hush,Youtube,Girl,Major,https://www.youtube.com/watch?v=dp0F18FFCTE,607123,65843145
2013-11-04,Myname,Shirayuki,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=4IBBp9tsZfs,6577,417411
2013-11-04,Girls' Generation,Galaxy Supernova,Youtube,Girl,Japanese,https://www.youtube.com/watch?v=Z6FPJOgfCkc,373628,68433101
2013-11-04,Girls' Generation,My oh My,Youtube,Girl,Japanese,https://www.youtube.com/watch?v=RQy54gw-pls,322165,46241278
2013-11-01,ZE:A,Step by Step,Youtube,Boy,Minor,https://www.youtube.com/watch?v=gRPUr6yzDWI,0,0
2013-10-31,Fiestar,I Don't Know,Youtube,Girl,Major,https://www.youtube.com/watch?v=72se2qL33y4,39638,6785319
2013-10-30,U-KISS,She's Mine,Youtube,Boy,Major,https://www.youtube.com/watch?v=lL2Gasb6QTg,58746,3909442
2013-10-29,Tint,Love At First Sight,Youtube,Girl,Major,https://www.youtube.com/watch?v=nREEyUJ5rH8,16580,1767211
2013-10-27,Trouble Maker,Now,Youtube,Co-ed,Major,https://www.youtube.com/watch?v=6pw972Kl3L0,490620,55311655
2013-10-27,A-JAX,Snake,Youtube,Boy,Major,https://www.youtube.com/watch?v=h57eQKCxUac,7276,340432
2013-10-24,N-Sonic,Run & Run,Youtube,Boy,Major,https://www.youtube.com/watch?v=0RcN09_26Vk,8400,432040
2013-10-24,Teen Top,Lovefool,Youtube,Boy,Major,https://www.youtube.com/watch?v=DUpLUXxQyaE,20919,835847
2013-10-24,5tion,Message Arrived,Youtube,Boy,Major,https://www.youtube.com/watch?v=zu6Va0Bl3EE,141,17250
2013-10-23,Topp Dogg,Follow Me,Youtube,Boy,Major,https://www.youtube.com/watch?v=uWgYrutpcGw,86532,3924124
2013-10-23,Urban Zakapa,Walk Backwards,Youtube,Co-ed,Major,https://www.youtube.com/watch?v=BERtHzTkxS8,4279,1126788
2013-10-23,Delight,School Bell Ring,Youtube,Girl,Major,https://www.youtube.com/watch?v=uX_WzEgMZqo,2436,124399
2013-10-20,A-PRINCE,Romantic Gangwon,Youtube,Boy,Minor,https://www.youtube.com/watch?v=2VZlKD9ZGAk,800,23565
2013-10-16,BESTie,Love Options,Youtube,Girl,Major,https://www.youtube.com/watch?v=NPqtL1dtrlA,65783,11031000
2013-10-14,As One,What Are We?,Youtube,Girl,Major,https://www.youtube.com/watch?v=ysiqGp1u1K4,3009,392310
2013-10-13,Girl's Day,Let's Go,Youtube,Girl,Minor,https://www.youtube.com/watch?v=7AhLCDUUBa8,13538,1564518
2013-10-13,9MUSES,Gun,Youtube,Girl,Major,https://www.youtube.com/watch?v=Ndy1J859n5I,41175,5851727
2013-10-10,SHINee,Everybody,Youtube,Boy,Major,https://www.youtube.com/watch?v=hKbNV-4b_g8,530969,47052678
2013-10-10,VIXX,"Girls, why?",Youtube,Boy,Minor,https://www.youtube.com/watch?v=O_STM59FtNQ,0,0
2013-10-10,Myname,Day by Day,Youtube,Boy,Major,https://www.youtube.com/watch?v=Kyx7_yd2SPk,33925,2447943
2013-10-10,Teen Top,Date,Youtube,Boy,Minor,https://www.youtube.com/watch?v=aDC-ZXsLx7I,21534,969735
2013-10-09,AOA,Confused,Youtube,Girl,Major,https://www.youtube.com/watch?v=R1-BTf3_Mys,111814,23824514
2013-10-09,2EYES,Shooting Star,Youtube,Girl,Major,https://www.youtube.com/watch?v=65bHr9GpM1I,309,18486
2013-10-08,IU,The Red Shoes,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=Q0xvVgKJxfs,156186,19742255
2013-10-01,Block B,Very Good,Youtube,Boy,Major,https://www.youtube.com/watch?v=kJGcO5Une-g,436119,31404915
2013-10-01,Tiny-G,Miss You,Youtube,Girl,Major,https://www.youtube.com/watch?v=9lhqOptKT0E,62242,5475759
2013-09-27,Crayon Pop,Dancing Queen 2.0,Youtube,Girl,Major,https://www.youtube.com/watch?v=26_F392ir7Q,59434,9491868
2013-09-26,Demion,Ask Her Out,Youtube,Boy,Major,https://www.youtube.com/watch?v=DHFRrbiU32U,4401,158570
2013-09-26,Infinite,Request,Youtube,Boy,Minor,https://www.youtube.com/watch?v=HfI-wYRrp5s,91981,5975311
2013-09-23,Block B,Be The Light,Youtube,Boy,Major,https://www.youtube.com/watch?v=E4yzhCIZulM,107530,7473827
2013-09-22,FTISLAND,Memory,Youtube,Boy,Major,https://www.youtube.com/watch?v=LZrShwp2KVQ,55494,4480326
2013-09-16,F-ve Dolls,Cheated,Youtube,Girl,Minor,https://www.youtube.com/watch?v=22H_DO_twBI,5133,452885
2013-09-11,F-ve Dolls,Can You Love Me,Youtube,Girl,Major,https://www.youtube.com/watch?v=UfPY9EAo8_I,11467,1021109
2013-09-04,BtoB,Thriller,Youtube,Boy,Major,https://www.youtube.com/watch?v=khE7pSOgDbA,157262,12823160
2013-09-04,Wassup,Hotter Than A Summer,Youtube,Girl,Major,https://www.youtube.com/watch?v=BuingEBnT04,16328,869768
2013-09-03,Ladies' Code,Pretty Pretty,Youtube,Girl,Major,https://www.youtube.com/watch?v=xD6VjvfcBIs,72271,6509457
2013-09-02,Touch,Start To Fly,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=r2tUXWpF12Y,5831,298912
2013-09-02,Apink,U YOU,Youtube,Girl,Minor,https://www.youtube.com/watch?v=5ZCSABBggPE,39231,5485342
2013-09-02,NU'EST,Fine Girl,Youtube,Boy,Minor,https://www.youtube.com/watch?v=HzTnBbYogPM,53462,3337257
2013-09-01,KARA,Damaged Lady,Youtube,Girl,Major,https://www.youtube.com/watch?v=_vHw17-zFa4,102687,17125432
2013-08-28,BtoB,When I Was Your Man,Youtube,Boy,Minor,https://www.youtube.com/watch?v=-WUZYewLvxM,70177,4371521
2013-08-27,Spica,Tonight,Youtube,Girl,Major,https://www.youtube.com/watch?v=6VSpBPqBJF8,79415,8644345
2013-08-25,Teen Top,Rocking,Youtube,Boy,Major,https://www.youtube.com/watch?v=hHd_8iZFvK8,267545,22033807
2013-08-24,After School,Heaven,Youtube,Girl,Japanese,https://www.youtube.com/watch?v=Vud2PRhmKSM,0,0
2013-08-21,NU'EST,Sleep Talking,Youtube,Boy,Major,https://www.youtube.com/watch?v=zgtaPhD97GA,41635,1481498
