name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
Illusion,take off,GreatGuys,2018-09-04,218041,40,0.642,0.0448,0.92,0,0.0582,-2.978,0.0528,140.034,4
403,403,Drug Restaurant,2018-08-31,213411,34,0.519,0.00213,0.74,0.00275,0.134,-4.504,0.0385,100.007,4
We Go Up,We Go Up,NCT DREAM,2018-09-03,183293,61,0.893,0.0138,0.77,0,0.225,-4.692,0.107,122.067,4
On Air,On Air,We Girls,2018-08-31,185778,11,0.631,0.0874,0.869,0,0.301,-3.86,0.0349,148.015,4
Tropical 1st single album 'Mwah' - Mwah,Tropical 1st single album 'Mwah' - Mwah,Tropical,2018-08-30,181813,12,0.723,0.119,0.862,0,0.052,-3.161,0.0558,109.999,4
Kiss Me Like That,SHINHWA TWENTY SPECIAL ALBUM 'HEART',SHINHWA,2018-08-28,196586,33,0.888,0.361,0.524,1.06e-06,0.0928,-7.366,0.116,114.015,4
RED LIPS,RED LIPS,CAMILA,2018-08-29,201643,10,0.81,0.339,0.808,0,0.186,-1.863,0.0799,104.009,4
Awkward Silence,SKZ2020,Stray Kids,2020-03-18,195320,55,0.573,0.0957,0.893,0,0.0974,-2.985,0.243,200.11,4
Summer Love,Summer Love,ALiKE,2018-08-25,205940,4,0.754,0.0313,0.88,0,0.659,-3.141,0.0863,104.977,4
IDOL,Love Yourself 結 'Answer',BTS,2018-08-24,222732,76,0.733,0.00481,0.855,0,0.123,-3.211,0.118,126.035,4
What The Heck,SHASHA 2ND SINGLE 'WHAT THE HECK',SHA SHA,2018-08-23,229580,13,0.626,0.104,0.921,0,0.84,-2.198,0.0796,155.047,4
Hi High,[+ +],LOONA,2018-08-20,196863,57,0.669,0.0357,0.919,6.81e-06,0.222,-2.262,0.0711,96.955,4
So Beautiful,UP10TION 2018 SPECIAL PHOTO EDITION,UP10TION,2018-08-20,203869,19,0.74,0.14,0.74,0,0.0793,-4.697,0.0971,125.065,4
CHECKMATE,MORE THAN EVER,MXM,2018-08-14,197942,19,0.747,0.142,0.85,0,0.485,-3.808,0.265,118.089,4
Journey (Take Me Where You Wanna),Journey (Take Me Where You Wanna),Don Diablo,2022-11-25,193548,61,0.67,0.0742,0.73,0.00104,0.145,-4.677,0.145,123.978,4
Sweet Dream,Summer Ade,DIA,2018-08-09,191836,19,0.72,0.33,0.534,0,0.109,-6.158,0.0429,93.022,4
Blue Day,Summer Ade,DIA,2018-08-09,211407,13,0.694,0.192,0.735,0,0.123,-4.894,0.181,103.033,4
Upside down,emphas!ze,BIGFLO,2018-08-18,217578,28,0.693,0.055,0.849,0,0.115,-3.768,0.0949,109.985,4
Maybe Maybe,Maybe Maybe,The Singing Girls,2018-08-16,190473,0,0.686,0.193,0.844,0,0.319,-4.443,0.0972,87.996,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NANANA,NANANA,IMFACT,2018-08-16,238560,36,0.673,0.565,0.668,4.7e-06,0.0986,-4.841,0.0499,127.969,4
‘Bout you,Bout You - The 2nd Mini Album,SUPER JUNIOR-D&E,2018-08-16,207151,44,0.747,0.0347,0.819,0,0.297,-3.92,0.041,114.987,4
BDZ,BDZ,TWICE,2018-09-12,197800,59,0.715,0.0113,0.862,0,0.108,-2.718,0.0444,137.93,4
YA YA YA,MORE THAN EVER,MXM,2018-08-14,185748,27,0.819,0.289,0.779,0,0.0442,-4.728,0.238,137.976,4
HANN (Alone),HANN (Alone),(G)I-DLE,2018-08-14,205820,64,0.709,0.059,0.718,0,0.167,-3.315,0.0312,104.971,4
Rollin' (New Version),Rollin' (New Version),Brave Girls,2018-08-11,201859,42,0.64,0.0167,0.91,2.28e-06,0.384,-3.112,0.0465,125.024,4
"Sweet & Salty, Sweet & Salty","Sweet & Salty, Sweet & Salty",Hoons,2018-08-10,173960,14,0.496,0.367,0.703,0,0.337,-5.433,0.207,199.426,4
WooWoo,Summer Ade,DIA,2018-08-09,201470,41,0.683,0.0157,0.901,0,0.394,-2.722,0.0361,134.984,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Knockin' on my heaven's door,KARD 3rd Mini Album 'RIDE ON THE WIND',KARD,2018-07-25,230153,34,0.676,0.188,0.818,0,0.261,-4.06,0.295,139.741,4
favOriTe,favOriTe,LOONA,2018-08-07,194253,43,0.59,0.00841,0.941,0,0.402,-1.497,0.0555,98.986,4
Palace,0806,D-CRUNCH,2018-08-06,264022,22,0.709,0.0593,0.648,0,0.175,-7.199,0.0322,131.027,4
Power Up,Summer Magic - Summer Mini Album,Red Velvet,2018-08-06,202040,60,0.732,0.0774,0.934,0.00745,0.306,-4.618,0.144,159.998,4
My Pace,SKZ2020,Stray Kids,2020-03-18,190306,62,0.678,0.0413,0.82,0,0.127,-4.278,0.243,155.128,4
CHASER,CHASER,UP10TION,2018-08-08,214257,17,0.816,0.179,0.78,0,0.0778,-3.656,0.0555,114.945,4
Allegro Cantabile,Girls and Flowers,NATURE,2018-08-03,255348,29,0.582,0.00496,0.916,5.08e-06,0.0495,-3.943,0.0419,163.913,4
When it rains,When it rains,BTOB-BLUE,2018-08-02,271011,34,0.483,0.397,0.6,0,0.115,-4.469,0.0269,169.027,3
KILLING ME,NEW KIDS REPACKAGE : THE NEW KIDS,iKON,2019-01-07,193733,61,0.762,0.463,0.672,0,0.205,-5.277,0.073,128.001,4
FAHRENHEIT,ANTIDOTE,Riot Kidz,2019-06-07,210748,2,0.335,1.8e-05,0.933,0.00339,0.284,-3.778,0.103,184.876,4
Mayday,Nightmare - Escape The ERA,Dreamcatcher,2018-05-10,184546,42,0.518,0.0617,0.939,0,0.117,-3.443,0.363,174.023,4
Livin' It Up - Korean Version,One of a Kind,Monsta X,2021-06-01,224346,40,0.678,0.214,0.877,0,0.108,-2.762,0.115,97.448,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Now or Never,SF9 5th Mini Album [ Sensuous ],SF9,2018-07-31,212577,50,0.735,0.0488,0.932,0,0.407,-3.778,0.156,120.056,4
If You Love Me...,Afterimages,rainzzz,2021-03-26,156047,6,0.647,0.232,0.813,0,0.281,-5.546,0.144,135.977,4
체온 Between Us,Between Us,LABOUM,2018-07-28,223011,39,0.717,0.116,0.776,0,0.152,-3.068,0.0391,104.998,4
Sorry For My English,Into the Night Fever,IN2IT,2018-07-26,181343,27,0.706,0.0284,0.893,0,0.677,-3.981,0.0516,122.979,4
Grand Bleu,Grand Bleu,100%,2018-07-26,208431,20,0.616,0.00681,0.821,0,0.381,-3.196,0.0466,105.016,4
Summer Night's Dream,FTISLAND 6TH MINI ALBUM [WHAT IF],FTISLAND,2018-07-26,176012,34,0.461,0.138,0.812,0,0.0476,-3.64,0.0654,143.484,4
Ride on the wind,KARD 3rd Mini Album 'RIDE ON THE WIND',KARD,2018-07-25,176631,43,0.727,0.163,0.808,0,0.187,-3.66,0.106,115.02,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Always You,Rise Up,ASTRO,2018-07-24,223723,48,0.609,0.159,0.886,0,0.322,-3.635,0.0735,149.979,4
Sunrise - Korean Version,DANGER - The 3rd Mini Album,SUPER JUNIOR-D&E,2019-04-14,212106,31,0.722,0.158,0.914,0,0.132,-3.601,0.0516,106.987,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sunny Summer,GFRIEND Summer Mini Album 'Sunny Summer',GFRIEND,2018-07-19,198536,47,0.728,0.0491,0.925,0,0.313,-1.741,0.0862,129.984,4
CALL ME,CALL ME,BOYFRIEND,2018-07-25,197314,8,0.676,0.195,0.907,0,0.346,-2.456,0.0903,109.969,4
MMook JJi Bba,SATURDAY The 1st Single Album 'MMook JJi BBa',Saturday,2018-07-18,200199,33,0.785,0.024,0.846,0.000313,0.127,-1.531,0.036,128.034,4
RETRO FUTURE,REtro Futurism,Triple H,2018-07-18,195549,49,0.773,0.00963,0.823,0,0.834,-2.901,0.0679,106.031,4
FLOWER,Flos Clarissimus,Varsity,2018-07-09,213871,18,0.665,0.121,0.906,0,0.249,-2.22,0.145,137.959,4
If you love me,If you love me,Yellow Bee,2018-07-17,217965,6,0.722,0.108,0.875,0,0.0697,-2.691,0.0598,129.933,4
Pretty Girl,EVERLASTING,FTISLAND,2019-03-27,245961,12,0.704,0.0782,0.814,0,0.385,-4.017,0.043,95.986,4
Egotistic,RED MOON,MAMAMOO,2018-07-16,196018,65,0.616,0.315,0.833,0,0.175,-3.314,0.067,97.898,4
Oh My!,SEVENTEEN 5TH MINI ALBUM 'YOU MAKE MY DAY',SEVENTEEN,2018-07-16,195004,63,0.682,0.245,0.888,0,0.0552,-3.25,0.267,91.966,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ending Song,Ending Song,WABLE,2018-07-13,191191,15,0.701,0.864,0.184,1.48e-05,0.151,-11.055,0.0344,113.753,3
Sky! Sky!,RED MOON,MAMAMOO,2018-07-16,201453,33,0.637,0.119,0.837,0,0.167,-2.742,0.0433,107.957,4
KeePer (Prod. PARK KYUNG),THE BOYZ Special Single 'KeePer(Prod. PARK KYUNG)',THE BOYZ,2018-07-12,200704,37,0.702,0.113,0.804,0,0.0875,-3.882,0.182,102.019,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SEMINA,SEMINA,gugudan SEMINA,2018-07-10,187575,31,0.737,0.139,0.912,0,0.183,-1.073,0.0803,138.97,4
SHE BAD,F;UZZLE,MYTEEN,2018-07-10,207989,34,0.697,0.113,0.909,0,0.0881,-4.296,0.0605,108.023,4
Dance The Night Away,Summer Nights,TWICE,2018-07-09,180800,69,0.709,0.106,0.861,4.73e-05,0.113,-2.905,0.0941,118.089,4
Is It True,Is It True,TARGET,2018-07-09,213500,17,0.674,0.28,0.903,0,0.0987,-4.559,0.155,90.048,4
BREAK ME DOWN,YESSIE,Jessie Reyez,2022-09-16,191372,52,0.44,0.104,0.435,0,0.182,-4.766,0.0318,74.007,4
LET ME,Golden Child 1st Single Album [Goldenness],Golden Child,2018-07-04,188173,33,0.711,0.0559,0.859,0,0.0478,-3.423,0.0617,89.999,4
Heart Signal,The 2nd MINI ALBUM 'Love Loves To Love Love',FAVORITE,2018-05-10,192121,16,0.727,0.175,0.939,0,0.108,-2.262,0.0451,137.985,4
Tale,The Fairy Tale,MeloMance,2018-07-04,227054,39,0.682,0.762,0.43,0,0.126,-5.287,0.0331,99.97,4
LOVER,TEEN TOP STORY : 8PISODE,TEEN TOP,2018-07-03,202053,23,0.748,0.0717,0.737,0,0.288,-3.441,0.038,103.001,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Oh! My God!,Oh! My God!,BABA,2018-07-03,210303,8,0.626,0.353,0.9,0,0.357,-3.092,0.0772,124.906,4
Wag-zak,Lovelyz Digital Single 'Wag-zak',Lovelyz,2018-07-01,211156,30,0.8,0.155,0.899,0.00057,0.124,-2.663,0.0374,120.0,4
Restless,Restless,MelodyDay,2018-06-29,213054,34,0.758,0.197,0.721,0,0.275,-4.418,0.0782,89.006,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BLACK HEART,BLACK HEART,UNB,2018-06-28,185969,34,0.712,0.0201,0.936,0,0.572,-2.106,0.135,125.977,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bumaye - Remix,Drunken Tiger X: Rebirth of Tiger Jk,Drunken Tiger,2018-11-14,174446,30,0.399,0.241,0.981,1.79e-05,0.112,-2.343,0.422,195.86,4
Shoot Me,Shoot Me : Youth Part 1,DAY6,2018-06-26,175836,63,0.583,0.0683,0.916,0,0.0489,-1.396,0.149,167.933,4
BAAM,Fun to The World,MOMOLAND,2018-06-26,208474,60,0.725,0.115,0.94,0.00431,0.0864,-2.32,0.0435,127.051,4
Early Summer,Early Summer,Miami Nights 1984,2010-07-05,194998,35,0.566,0.00447,0.869,0.924,0.0847,-6.631,0.0288,128.021,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Our Page,The Story of Light' Epilogue - The 6th Album,SHINee,2018-09-10,239721,43,0.674,0.295,0.752,0,0.164,-4.657,0.0326,107.021,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
STRIKE,STRIKE,ABRY,2018-06-01,248115,1,0.899,0.174,0.622,0,0.0912,-4.566,0.0521,109.997,4
#Cookie Jar,#Cookie Jar,Red Velvet,2018-07-04,213693,46,0.682,0.0159,0.959,0,0.19,-2.054,0.0969,158.924,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Something New,Something New - The 3rd Mini Album,TAEYEON,2018-06-18,200440,45,0.679,0.15,0.88,3.87e-05,0.575,-2.344,0.239,98.022,4
Only one for me,THIS IS US,BTOB,2018-06-18,226560,52,0.674,0.345,0.749,0,0.289,-4.174,0.0345,98.006,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Stop The Rain,UNLOCK,DAY6,2018-10-17,276840,39,0.475,0.000336,0.932,1.66e-06,0.108,-2.528,0.0565,121.986,4
DDU-DU DDU-DU,SQUARE UP,BLACKPINK,2018-06-15,211350,75,0.668,0.036,0.828,0,0.0932,-5.034,0.0739,140.042,4
I WANT YOU BACK,BDZ,TWICE,2018-09-12,203815,52,0.713,0.0148,0.848,0,0.0808,-1.94,0.0338,106.093,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CLOVER (feat. Yoonmirae),CLOVER,JIN LONGGUO,2018-06-13,218782,16,0.72,0.41,0.73,0,0.414,-4.024,0.0902,92.302,4
Playlist,Playlist,DPR LIVE,2018-06-12,172310,47,0.807,0.442,0.758,0,0.0988,-5.693,0.104,129.929,4
I Want You,The Story of Light' Epilogue - The 6th Album,SHINee,2018-09-10,184798,45,0.719,0.101,0.733,0,0.27,-4.147,0.0861,123.058,4
Grapes,포도포도해,BUSTERS,2018-06-12,190597,29,0.811,0.189,0.915,0,0.125,-2.101,0.0747,117.963,4
S.O.R.R.Y,S.O.R.R.Y,GIRLKIND,2018-06-11,186854,21,0.76,0.242,0.849,4.84e-05,0.062,-2.665,0.0502,115.026,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Don’t Go,Don’t Go,Sixth Sense,2016-11-21,210332,0,0.682,0.155,0.807,0,0.0543,-4.155,0.0641,114.006,4
Complete - Remastered Version,SPECIAL ALBUM [Storage of ONF],ONF,2022-08-16,186320,36,0.743,0.0109,0.829,5.17e-05,0.311,-3.113,0.062,123.967,4
Take Me Higher,A.C.E Adventures in Wonderland,A.C.E,2018-06-08,219423,41,0.607,0.0355,0.875,0,0.262,-3.71,0.0499,119.969,4
PITAPAT (DKDK),To. Day,fromis_9,2018-06-05,183375,50,0.643,0.167,0.88,0,0.109,-3.473,0.147,159.915,4
숙녀 (淑女) Lady,都市女子,Yubin,2018-06-05,196092,44,0.473,0.234,0.973,5.07e-05,0.4,-3.378,0.17,119.81,4
Monday to Sunday,10,NAVI,2018-12-01,214146,0,0.75,0.0425,0.815,0,0.315,-4.734,0.0528,112.997,4
Light,1÷x=1 (UNDIVIDED),Wanna One,2018-06-04,209510,45,0.682,0.214,0.93,0,0.216,-2.52,0.119,139.93,4
STRONG,WJMK PROJECT 'STRONG',Various Artists,2018-06-01,190506,21,0.741,0.0823,0.923,2.07e-06,0.0735,-2.595,0.0819,150.016,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hot Babe,STYLE,SUPER JUNIOR-D&E,2018-08-08,236760,22,0.705,0.00496,0.922,3.65e-06,0.272,-3.326,0.0693,100.016,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
love4eva (feat. Grimes),beauty&thebeat,LOONA/yyxy,2018-05-30,220477,58,0.738,0.0692,0.954,0,0.222,-2.146,0.0356,102.015,4
Bingle Bangle,BINGLE BANGLE,AOA,2018-05-28,221778,46,0.802,0.0293,0.864,0,0.335,-3.888,0.0639,111.994,4
Get It,Like a V,PRISTIN V,2018-05-28,207040,57,0.463,0.212,0.883,0,0.213,-3.245,0.224,99.021,4
Good Evening,The Story of Light' Epilogue - The 6th Album,SHINee,2018-09-10,223514,49,0.678,0.0383,0.809,0,0.243,-4.162,0.0598,119.979,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
The moment of glory,"We, the Reds",Various Artists,2018-05-28,236240,2,0.556,0.00121,0.816,3.89e-06,0.201,-3.845,0.0328,148.056,4
DRAMATIC,THE 1ST 'DRAMATIC',NTB,2018-05-28,204396,8,0.695,0.243,0.923,0,0.103,-2.105,0.114,130.106,3
CHOK,CHOK,PRISM 프리즘,2018-05-24,211200,2,0.613,0.126,0.875,0,0.556,-2.737,0.0283,99.979,4
Bonnie N Clyde,Bonnie N Clyde,24K,2018-05-25,206117,25,0.457,0.0843,0.888,0,0.271,-1.836,0.188,170.194,4
Sunshower,Sunshower,BOYFRIEND,2018-05-25,263011,16,0.624,0.54,0.483,0,0.17,-5.46,0.025,82.019,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
I.L.Y.,Void,The Rose,2018-04-16,222021,2,0.648,0.612,0.302,9.4e-06,0.115,-11.697,0.0349,137.652,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LOVE STORY,LOVE STORY,TST,2018-05-23,202500,15,0.617,0.034,0.984,0,0.476,-2.989,0.05,120.008,4
Believe me,ZERO,CROSS GENE,2018-05-08,203524,14,0.72,0.281,0.897,0,0.116,-3.833,0.0353,102.015,4
How Why,Eclipse,EXID,2017-04-10,231716,25,0.717,0.107,0.716,0,0.733,-5.397,0.05,100.001,4
Door,Door,V.O.S,2018-05-20,255547,6,0.396,0.693,0.462,0,0.121,-6.172,0.0382,136.044,4
FAKE LOVE,Love Yourself 轉 'Tear',BTS,2018-05-18,242333,77,0.557,0.00267,0.719,0,0.306,-4.515,0.0371,77.502,4
No More,line,UNI.T,2018-05-18,206733,38,0.542,0.183,0.871,0,0.0685,-2.886,0.0969,161.981,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FOLLOW ME,FOLLOW ME,HEYGIRLS,2018-05-18,220650,11,0.702,0.00569,0.906,0,0.416,-2.264,0.0382,99.984,4
Hocus Pocus,Hocus Pocus,PLT,2018-05-12,197478,46,0.508,0.0543,0.854,0,0.0975,-3.402,0.428,177.615,4
HOW R U TODAY,N.Flying 4TH MINI ALBUM [HOW ARE YOU?],N.Flying,2018-05-16,188530,39,0.664,0.00508,0.771,0,0.737,-4.387,0.105,92.99,4
CALL CALL CALL!,WE MAKE YOU,SEVENTEEN,2018-05-30,199866,60,0.619,0.113,0.887,0,0.0741,-3.676,0.246,129.931,4
DO More,367,BAECHIGI,2018-05-09,191328,5,0.723,0.143,0.849,0,0.0853,-2.797,0.302,110.44,4
Luv Highway,Luv Highway,Eyedi,2018-05-16,210571,27,0.628,0.0552,0.573,0,0.0758,-5.853,0.0275,96.022,4
FLY,ZERO,CROSS GENE,2018-05-08,196351,23,0.662,0.126,0.893,0,0.0874,-3.703,0.0392,104.972,4
Moonlight,Wake Me Up,MARMELLO,2018-03-09,236399,5,0.514,0.000444,0.837,0.000137,0.232,-3.37,0.132,147.983,4
YOU AND I,Nightmare - Escape The ERA,Dreamcatcher,2018-05-10,195015,52,0.637,0.0794,0.827,0,0.237,-2.669,0.0718,96.997,4
Go Away,YONG JUN HYUNG 1ST ALBUM 'GOODBYE 20's',Yong Jun Hyung,2018-05-09,205295,31,0.749,0.304,0.922,0,0.044,-1.243,0.1,109.979,4
Where are you from?,The 2nd MINI ALBUM 'Love Loves To Love Love',FAVORITE,2018-05-10,205308,15,0.713,0.051,0.904,0,0.0836,-1.561,0.0459,116.07,4
Light it up,Be Born,SPECTRUM,2018-05-08,179597,17,0.68,0.0697,0.97,0,0.142,-3.156,0.175,106.068,4
Chain,Chain,NCT 127,2018-05-23,222146,48,0.6,0.117,0.961,0,0.477,-1.674,0.114,140.056,4
touch it,ZERO,CROSS GENE,2018-05-08,212753,25,0.711,0.0568,0.823,0,0.204,-4.364,0.075,99.962,4
SEOUL NIGHT,SEOUL NIGHT,TEEN TOP,2018-05-08,195677,27,0.651,0.173,0.942,0,0.301,-3.231,0.0392,127.996,4
THE New Era,THE New Era,GOT7,2018-05-07,217118,34,0.736,0.0295,0.854,0,0.236,-1.812,0.095,102.557,4
Me Gustas Tu,GFRIEND 2nd Mini Album 'Flower Bud',GFRIEND,2015-07-23,220745,63,0.646,0.166,0.923,0,0.0507,-1.309,0.0613,106.086,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LATATA,I am,(G)I-DLE,2018-05-02,202772,66,0.774,0.00427,0.792,1.15e-06,0.283,-4.019,0.224,98.1,4
Angels,20/20,Izaya Tiji,2019-12-21,143499,24,0.782,0.0639,0.308,0.0428,0.0927,-16.055,0.371,131.969,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Time for the moon night,GFRIEND The 6th Mini Album <Time for the moon night>,GFRIEND,2018-04-30,226698,58,0.455,0.325,0.827,0,0.0473,-1.201,0.0573,169.929,4
O.M.G.,O.M.G.,HALO,2018-05-01,177193,30,0.732,0.0427,0.8,0,0.111,-3.209,0.035,118.054,4
Granulate,ANGEL,IZ,2018-05-01,218908,16,0.377,0.0381,0.633,0,0.131,-3.781,0.0292,82.062,4
Just Be Stars,NEW MOON,JBJ,2018-04-17,246673,24,0.431,0.458,0.544,0,0.1,-4.717,0.0383,139.526,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
그런 밤 Night Reminiscin’ (with Yang Da Il),Night Reminiscin’,LUNA,2018-04-24,228749,21,0.471,0.851,0.285,0,0.0981,-7.512,0.0536,170.656,4
Nada Sou Sou,Solar Sensitivity Part.6,Solar,2018-04-24,251264,29,0.518,0.922,0.272,0,0.125,-7.695,0.0312,128.823,4
PUZZLE,PIECE,Monsta X,2018-04-25,193240,27,0.735,0.294,0.788,0,0.181,-4.209,0.0445,102.997,4
Wake Me Up,BDZ,TWICE,2018-09-12,211799,49,0.656,0.209,0.994,0,0.318,-1.47,0.0807,125.979,4
Horololo,MAGIC,EXO-CBX,2018-05-09,192005,43,0.757,0.231,0.941,0,0.0582,-2.123,0.0878,95.012,4
Tulips,BLOSSOM,SNUPER,2018-04-24,189787,27,0.739,0.218,0.907,0,0.558,-2.8,0.214,115.012,4
Dally (feat. GRAY),Dally (feat. GRAY),HYOLYN,2018-04-23,203000,58,0.668,0.281,0.815,0,0.247,-2.883,0.216,143.764,4
That day,Lovelyz 4th Mini Album Heal,Lovelyz,2018-04-23,194576,38,0.605,0.284,0.921,3.32e-05,0.0326,-2.251,0.0518,117.001,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Where the Wind Rises,Solar Sensitivity Part.6,Solar,2018-04-24,195643,29,0.823,0.72,0.496,5e-05,0.0952,-6.186,0.054,109.959,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Miracle,Miracle,Apink,2018-04-19,216677,24,0.541,0.79,0.491,0,0.15,-4.507,0.0263,139.502,4
SnapShot,SnapShot,IN2IT,2018-04-19,214890,32,0.738,0.0499,0.8,0,0.0911,-3.827,0.152,114.969,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Growing Up,LISTEN 032 Growing Up,MINSEO,2019-09-24,265589,17,0.323,0.873,0.335,0,0.136,-6.804,0.0409,175.439,3
Pluhmm,1719,HA:TFELT,2020-04-23,223937,36,0.829,0.229,0.641,0,0.0974,-5.396,0.0546,134.009,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OASIS,OASIS,SOYA,2018-04-18,226584,14,0.666,0.318,0.873,0,0.201,-2.347,0.0879,91.021,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Scentist,EAU DE VIXX,VIXX,2018-04-17,184794,44,0.617,0.117,0.829,0,0.115,-3.884,0.078,150.064,4
Call Your Name,NEW MOON,JBJ,2018-04-17,241170,33,0.659,0.159,0.896,0,0.0974,-4.211,0.131,111.001,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
The Light,The Light,IMFACT,2018-04-17,191660,26,0.604,0.0117,0.824,0,0.0743,-4.652,0.229,172.902,4
When A Blossom Day Of Cherry Blossom,When A Blossom Day Of Cherry Blossom,H.U.B,2018-04-16,221544,0,0.686,0.749,0.659,0,0.191,-5.022,0.0498,126.041,4
Sorry Baby,Rose Colored Glasses,The Collection,2022-12-09,197103,25,0.496,0.0483,0.715,0,0.0937,-6.555,0.0523,157.079,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dear Fantasy,SF9 4th Mini Album [ MAMMA MIA! ],SF9,2018-02-26,223235,25,0.618,0.262,0.854,0,0.0759,-4.033,0.0619,146.066,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ONLY ONE,BOYHOOD,UNB,2018-04-07,225803,35,0.389,0.0206,0.756,0,0.129,-5.112,0.0919,99.968,4
Honestly,Honestly,Eric Nam,2018-04-11,206848,52,0.75,0.0706,0.799,0,0.377,-2.788,0.0696,110.971,4
Maybe spring,"Spring, SEONHO",YOO SEONHO,2018-04-11,244848,23,0.647,0.427,0.55,9.22e-06,0.0854,-6.938,0.0289,79.008,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Daydream,Fountain,Jooyoung,2018-03-02,179709,40,0.455,0.803,0.301,1e-05,0.129,-10.809,0.0625,74.961,4
花요일 Blooming Day,Blooming Days - The 2nd Mini Album,EXO-CBX,2018-04-10,199845,57,0.735,0.00511,0.736,0,0.165,-3.266,0.277,117.975,4
What is Love,Summer Nights,TWICE,2018-07-09,208240,77,0.574,0.0987,0.909,0,0.264,-1.573,0.0658,169.966,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GANGSTA,Twenty`s Noir,NOIR,2018-04-09,206627,24,0.587,0.0271,0.947,0,0.293,-2.109,0.0633,107.97,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
No Feelings,No Feelings,Unbound,2019-06-23,150177,0,0.599,0.103,0.484,1.2e-06,0.091,-10.869,0.155,124.734,4
New Heroes,New Heroes - SM STATION,TEN,2018-04-06,164158,51,0.483,0.0154,0.675,0,0.277,-4.468,0.0373,144.784,4
Ganda,take off,GreatGuys,2018-09-04,190293,16,0.824,0.0191,0.548,0,0.13,-4.885,0.0502,125.896,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LOVE IT LIVE IT,YDPP PROJECT 'LOVE IT LIVE IT',YDPP,2018-04-05,220823,15,0.739,0.0399,0.884,0,0.0673,-1.929,0.0452,128.02,4
EVERYDAY,EVERYD4Y,WINNER,2018-04-04,206350,53,0.857,0.289,0.6,0,0.0607,-4.712,0.0705,120.023,4
Distance,BLACK DRESS,CLC,2018-02-22,187289,27,0.73,0.102,0.728,0,0.0945,-4.355,0.0289,125.006,4
Giddy Up,THE BOYZ MINI ALBUM [THE START],THE BOYZ,2018-04-03,216947,45,0.702,0.0435,0.952,0,0.29,-2.349,0.122,118.045,4
평행선 Love Line,New Chapter #1: The Chance of Love - The 8th Album,TVXQ!,2018-03-28,195960,38,0.907,0.407,0.61,3.06e-06,0.129,-6.716,0.0886,112.011,4
